"type_study";"document_title";"author_keywords";"index_keywords";"abstract";"pdf_link";"base";"authors";"publication_title";"endereco";"status1-selecao";"status2-duplicated";"status3-title-abst_keys";"status4-read";"rq1";"rq2";"rq2.1_fase_citada";"rq3";"all_tags";"conotação";"tipo_porte";"setor";"observação";"publication_year";"document_identifier";"online_date"
"white";"Arcula: A Secure Hierarchical Deterministic Wallet for Multi-asset Blockchains";;;;"http://link.springer.com/chapter/10.1007/978-3-030-65411-5_16";"springer";"Adriano Di LuzioDanilo FrancatiGiuseppe Ateniese";"Cryptology and Network Security";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"SAT Heritage: A Community-Driven Effort for Archiving, Building and Running More Than Thousand SAT Solvers";;;;"http://link.springer.com/chapter/10.1007/978-3-030-51825-7_8";"springer";"Gilles AudemardLoïc PaulevéLaurent Simon";"Theory and Applications of Satisfiability Testing – SAT 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Attractive Arcade-Based Platform Approach to Exam Preparation";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58814-4_44";"springer";"Matheus Lorenzato BragaVictor Martins de SousaClara Scheffer EmerichRafael Américo Führich";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Using the Neural Circuit of the Insect Central Complex for Path Integration on a Micro Aerial Vehicle";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64313-3_31";"springer";"Jan StankiewiczBarbara Webb";"Biomimetic and Biohybrid Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Road Infrastructure Monitoring: An Experimental Geomatic Integrated System";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58811-3_46";"springer";"Vincenzo BarrileAntonino FotiaErnesto BernardoGiuliana BilottaAntonino Modafferi";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"An Edge Focused Distributed Shared Memory";;;;"http://link.springer.com/chapter/10.1007/978-3-030-61218-4_2";"springer";"Matías TeragniRicardo MoranGonzalo Zabala";"Cloud Computing, Big Data & Emerging Topics";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"A Conceptual Framework for Human–AI Hybrid Adaptivity in Education";;;;"http://link.springer.com/chapter/10.1007/978-3-030-52237-7_20";"springer";"Kenneth HolsteinVincent AlevenNikol Rummel";"Artificial Intelligence in Education";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Intelligence Information Technologies for Financial Data Processing in Risk Management";;;;"http://link.springer.com/chapter/10.1007/978-3-030-61656-4_36";"springer";"Nataliia KuznietsovaPeter Bidyuk";"Data Stream Mining & Processing";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Seamlessly Managing HPC Workloads Through Kubernetes";;;;"http://link.springer.com/chapter/10.1007/978-3-030-59851-8_20";"springer";"Sergio López-HuguetJ. Damià SegrellesMarek KasztelnikMarian BubakIgnacio Blanquer";"High Performance Computing";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Protecting Personal Data Within a South African Organisation";;;;"http://link.springer.com/chapter/10.1007/978-3-030-66039-0_4";"springer";"Mitesh SinghColin PilkingtonWynand van Staden";"Information and Cyber Security";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Virtually Alone";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58468-9_10";"springer";"Naoko HayashidaHideaki KuzuokaKenji Suzuki";"Augmented Reality, Virtual Reality, and Computer Graphics";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"An Ontological Model for the Failure Detection in Power Electric Systems";;;;"http://link.springer.com/chapter/10.1007/978-3-030-65384-2_10";"springer";"Amed Leiva MederosDoymer García-DuarteDaniel Galvez LioYusniel Hidalgo-DelgadoJosé Antonio Senso Ruíz";"Knowledge Graphs and Semantic Web";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Hardware Security and Trust: A New Battlefield of Information";;"Hardware; security Trusted IC; Intellectual property protection; Reverse engineering; Side channel analysis; Physical unclonable function; Hardware trojan; Logic obfuscation; Hardware security primitives; Information hiding; Lightweight authentication";"Hardware security and trust has received a lot of attention in the past 25 years. The purpose of this paper is to introduce the fundamental problems related to hardware security and trust to audiences who do not necessarily have hardware design background. In order to do that, we first discuss the evolving roles of hardware in security from an enable to an enhancer and now an enforcer as it get involves more and more in system security. Then we review the following key problems in hardware security, physical attacks, side channel analysis, intellectual property protection, hardware Trojan, hardware security primitives, and applications in security and trust. We provide a novel view of these problems and the corresponding solutions from the perspective of information battle between the attackers and designers, where we consider three types of information: data collected, processed, and stored by the hardware; information hidden in the design as watermark, fingerprint, and Trojans; and the chip fabrication variations that can be extracted and utilized. It is interesting to see how the hardware security and trust problems can be unified under this framework of information battle (stealing and protection). Unfortunately, there are more unknowns and challenges than what we have discovered on this framework as we illustrated in the section of open problems. However, the emerging Internet of Things and cyber physical systems have provided a large application field for researchers and practitioners to work on hardware based lightweight security.";"http://link.springer.com/chapter/10.1007/978-3-030-64793-3_27";"springer";"Gang Qu";"Decision and Game Theory for Security";;1;0;0;0;0;0;;0;0;;;;;2020;"Chapter";
"white";"Voice Interaction with Artworks via Indoor Localization: A Vocal Museum";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58468-9_5";"springer";"Paolo SernaniSergio VagniNicola FalcionelliDagmawi Neway MekuriaSelene TomassiniAldo Franco Dragoni";"Augmented Reality, Virtual Reality, and Computer Graphics";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Revisiting Security Vulnerabilities in Commercial Password Managers";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58201-2_18";"springer";"Michael CarrSiamak F. Shahandashti";"ICT Systems Security and Privacy Protection";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"“Let’s Play a Game!” Serious Games for Arabic Children with Dictation Difficulties";;;;"http://link.springer.com/chapter/10.1007/978-3-030-65736-9_6";"springer";"Samaa M. ShohiebAbd Elghaffar M. ElhadyAbdelrahman MohsenAbdelrahman ElbossatyEiad RotabHajar AbdelmonemNaira ElsaeedHaidy MostafaMarwa AtefMai TharwatAya RedaM. AyaShaibou Abdoulai Haji";"Entertainment Computing – ICEC 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Discrete Event Simulation Model of a Desktop Grid System";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64616-5_49";"springer";"Evgeny IvashkoNatalia NikitinaAlexander Rumyantsev";"Supercomputing";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"A Personalized Preservation Mechanism Satisfying Local Differential Privacy in Location-Based Services";;;;"http://link.springer.com/chapter/10.1007/978-981-15-9129-7_12";"springer";"Datong WuXiaotong WuJiaquan GaoGenlin JiXiaolong XuLianyong QiWanchun Dou";"Security and Privacy in Digital Economy";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Bridging Education Services and Consumer Expectations Through Reusable Learning Objects";;;;"http://link.springer.com/chapter/10.1007/978-3-030-63058-4_18";"springer";"Djamshid SultanovJörn Altmann";"Economics of Grids, Clouds, Systems, and Services";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Continualization of Probabilistic Programs With Correction";;;;"http://link.springer.com/chapter/10.1007/978-3-030-44914-8_14";"springer";"Jacob LaurelSasa Misailovic";"Programming Languages and Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Replication of “Tail” Computations in a Desktop Grid Project";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64616-5_52";"springer";"Evgeny IvashkoNatalia Nikitina";"Supercomputing";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Distributed Training on a Highly Heterogeneous HPC System";;;;"http://link.springer.com/chapter/10.1007/978-3-030-60939-9_26";"springer";"Jose FlichCarles HernandezEduardo QuiñonesRoberto Paredes";"Embedded Computer Systems: Architectures, Modeling, and Simulation";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Towards an OpenSource Logger for the Analysis of RPA Projects";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58779-6_12";"springer";"José Manuel López-CarnicerCarmelo del ValleJosé González Enríquez";"Business Process Management: Blockchain and Robotic Process Automation Forum";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"The Role of Information Technology in Fintech Innovation: Insights from the New York City Ecosystem";;"Fintech Innovation; Business model; Information technology";"Fintech is an active area of innovation and a rapidly growing sector of the economy, yet relatively little is known about how information technology contributes to innovation in fintech. We draw on the business model canvas framework and we examine the role of information technology in the business models of leading fintech startups in the New York City fintech ecosystem. We find that information technology plays a key role across nearly all components of the business models, orchestrating resources and processes to efficiently deliver personalized financial services to customers. Focusing on the IT-enabled value propositions across the fintech startups in our sample, we find that the startups tend to emphasize low-cost offerings that may pose a threat to incumbent business models in financial services.";"http://link.springer.com/chapter/10.1007/978-3-030-44999-5_26";"springer";"Stanislav Mamonov";"Responsible Design, Implementation and Use of Information and Communication Technology";;1;0;0;0;0;0;;0;0;;;;;2020;"Chapter";
"white";"Multi-client Oblivious RAM with Poly-logarithmic Communication";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64834-3_6";"springer";"Sherman S. M. ChowKatharina FechRussell W. F. LaiGiulio Malavolta";"Advances in Cryptology – ASIACRYPT 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Generation Z and Its Value Transformations: Digital Reality Vs. Phygital Interaction";;;;"http://link.springer.com/chapter/10.1007/978-3-030-65218-0_4";"springer";"Irina TolstikovaOlga IgnatjevaKonstantin KondratenkoAlexander Pletnev";"Digital Transformation and Global Society";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Analysis of the ‘Open Source Internet Research Tool’: A Usage Perspective from UK Law Enforcement";;;;"http://link.springer.com/chapter/10.1007/978-3-030-57404-8_26";"springer";"Joseph WilliamsPaul Stephens";"Human Aspects of Information Security and Assurance";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"sOMP: Simulating OpenMP Task-Based Applications with NUMA Effects";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58144-2_13";"springer";"Idriss DaoudiPhilippe VirouleauThierry GautierSamuel ThibaultOlivier Aumage";"OpenMP: Portable Multi-Level Parallelism on Modern Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Research on 3D Printing and Its Application in CAD Teaching";;;;"http://link.springer.com/chapter/10.1007/978-3-030-63955-6_27";"springer";"Rui-can HaoHua-gang Liu";"e-Learning, e-Education, and Online Training";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Industry 4.0 CAMI: An Elastic Cloud Zynq UltraScale FPGA Metering Architecture";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58817-5_39";"springer";"K. C. OkaforA. A. Obayi";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Aula Touch Game: Digital Tablets and Their Incidence in the Development of Citizen Competences of Middle Education Students in the District of Barranquilla-Colombia";;;;"http://link.springer.com/chapter/10.1007/978-3-030-53956-6_49";"springer";"Paola Patricia Ariza ColpasBelina Annery Herrera TapiasAndres Gabriel Sanchez ComasMarlon Alberto Piñeres MeloJudith Martinez Royert";"Advances in Swarm Intelligence";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"A Big Data Platform for Smart and Sustainable Cities: Environmental Monitoring Case Studies in Europe";;"Smart Sustainable Cities; City dashboard; Snap4city; Big data; IoT; IoE; Florence; Helsinki; Cagliari";"One of the most challenging aspects of the actual smart city trend is to keep under control the environmental parameters with the aim of general sustainability. The impact of daily activities of humans in the city is presently very evident. The geographical and social characteristics of the cities may react and facilitate the sustainability as well as may really influence how the city may be more or less resilient to certain pollution production. After investigating the theoretical concept of Smart Sustainable City (SSC), this paper reported the work performed in supporting the aforementioned trend and analysis in three European cities (Florence, Helsinki and Cagliari) that despite having different characteristics for population and density, have some similarities, such as geomorphic aspects. In addition, two of them present a relevant port (Helsinki and Cagliari), two of them have similar urban complexity, such as traffic (Florence and Helsinki). The work presented has exploited Snap4City big data for smart city infrastructure and has been developed in the context of Snap4City, Trafair, and GHOST projects. The results have shown that critical aspects have been identified over time for pollution issues, in particular with PM10 and NOX.";"http://link.springer.com/chapter/10.1007/978-3-030-58820-5_30";"springer";"Chiara GarauPaolo NesiIrene PaoliMichela PaolucciPaola Zamperlin";"Computational Science and Its Applications – ICCSA 2020";;1;0;0;0;0;0;;0;0;;;;;2020;"Chapter";
"white";"Towards a Framework for Open Data Publishers: A Comparison Study Between Sweden and Belgium";;;;"http://link.springer.com/chapter/10.1007/978-3-030-57599-1_20";"springer";"Jonathan CrusoeAnthony SimonofskiAntoine Clarinval";"Electronic Government";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Declarative Stream Runtime Verification (hLola)";;;;"http://link.springer.com/chapter/10.1007/978-3-030-64437-6_2";"springer";"Martín CeresaFelipe GorostiagaCésar Sánchez";"Programming Languages and Systems";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"An Attacker Modeling Framework for the Assessment of Cyber-Physical Systems Security";;;;"http://link.springer.com/chapter/10.1007/978-3-030-54549-9_10";"springer";"Christopher DeloglosCarl ElksAshraf Tantawy";"Computer Safety, Reliability, and Security";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Service Composition in a Context-Aware Setting with Functionally Equivalent Services";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58814-4_8";"springer";"Sujata SwainRajdeep Niyogi";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"On the Privacy Risks of Compromised Trigger-Action Platforms";;;;"http://link.springer.com/chapter/10.1007/978-3-030-59013-0_13";"springer";"Yu-Hsi ChiangHsu-Chun HsiaoChia-Mu YuTiffany Hyun-Jin Kim";"Computer Security – ESORICS 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Pollution Context-Aware Representation in Vehicular Internet of Things for Smart Cities";;;;"http://link.springer.com/chapter/10.1007/978-3-030-65810-6_2";"springer";"Twahirwa EvaristeWillie KasakulaJames RwigemaRaja Datta";"Distributed Computing for Emerging Smart Networks";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Supporting Complex Decision Making by Semantic Technologies";;;;"http://link.springer.com/chapter/10.1007/978-3-030-49461-2_37";"springer";"Stefan Fenz";"The Semantic Web";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"A Large-Scale Security Analysis of Web Vulnerability: Findings, Challenges and Remedies";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58814-4_64";"springer";"Primož CigojŽiva StepančičBorka Jerman Blažič";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Pasture Monitoring Applying Normalized Difference Vegetation Index (NDVI) Time Series with Sentinel-2 and Landsat 8 Images, to Improve Milk Production at Santa Mónica Farm, Imbabura, Ecuador";;;;"http://link.springer.com/chapter/10.1007/978-3-030-58817-5_41";"springer";"Garrido FernandoCaranqui Víctor";"Computational Science and Its Applications – ICCSA 2020";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"Business Aspects of the Neutral Host Model: The Immersive Video Services Case";;;;"http://link.springer.com/chapter/10.1007/978-3-030-49190-1_3";"springer";"Ioannis NeokosmidisVangelis LogothetisTheodoros RokkasLuca VignaroliDavide DesirelloAntonino AlbaneseViscardo CostaMariano LamarcaMaria Rita SpadaMuhammad Shuaib SiddquiDimitra SimeonidouCarlos Colman-Meixner";"Artificial Intelligence Applications and Innovations. AIAI 2020 IFIP WG 12.5 International Workshops";;0;0;;;;;;;;;;;;2020;"Chapter";
"white";"EcoDaLo: Federating Advertisement Targeting with Linked Data";;;;"http://link.springer.com/chapter/10.1007/978-3-030-59833-4_6";"springer";"Sven LieberBen De MeesterRuben VerborghAnastasia Dimou";"Semantic Systems. In the Era of Knowledge Graphs";;0;0;;;;;;;;;;;;2020;"Chapter";
